t,x,y,z,vx,vz,roll_deg,pitch_deg,yaw_deg,dist2d,z_err,cross_track,phase,wp,sonar_min,avoid
375.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
375.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
375.80,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
375.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.00,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.10,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
376.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
377.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.50,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.60,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
378.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.10,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.30,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.50,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
379.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
380.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
380.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
380.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
380.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.221,-1.953,10.906,NAV,2,14.46,0
380.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
380.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
380.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
380.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
380.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
380.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
381.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.20,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.40,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.50,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.70,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
382.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
383.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
384.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.00,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.50,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.80,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
385.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.10,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
386.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
387.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.80,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
388.90,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.20,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.30,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.50,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
389.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
390.90,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.00,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.10,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.20,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.30,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.40,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.50,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.60,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.70,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.80,24.581,12.964,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
391.90,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.00,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.10,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.20,24.581,12.964,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.30,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.40,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.50,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.60,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.70,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.80,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
392.90,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.00,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.10,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.20,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.30,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.40,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.50,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.60,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.70,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.80,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
393.90,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
394.00,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
394.10,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
394.20,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
394.30,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.906,NAV,2,14.46,0
394.40,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
394.50,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
394.60,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
394.70,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
394.80,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
394.90,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.00,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.10,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.20,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.30,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.40,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.50,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.60,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.70,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.80,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
395.90,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.00,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.10,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.20,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.30,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.40,24.581,12.965,-6.953,0.000,-0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.50,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.60,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.70,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.80,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
396.90,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
397.00,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
397.10,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
397.20,24.581,12.965,-6.953,0.000,0.000,0.0,-0.3,-33.8,16.220,-1.953,10.905,NAV,2,14.46,0
