t,x,y,z,vx,vz,roll_deg,pitch_deg,yaw_deg,dist2d,z_err,cross_track,phase,wp,sonar_min,avoid
58.50,14.939,2.722,-2.968,0.180,0.000,-0.0,-0.4,-2.0,25.208,0.032,2.722,AVOID,1,2.27,1
58.60,14.957,2.723,-2.968,0.180,0.000,-0.0,-0.4,-2.0,25.190,0.032,2.723,AVOID,1,2.27,1
58.70,14.972,2.724,-2.967,0.180,0.000,-0.0,-0.4,-2.1,25.176,0.033,2.724,AVOID,1,2.27,1
58.80,14.990,2.725,-2.967,0.180,0.000,0.0,-0.4,-2.2,25.158,0.033,2.725,AVOID,1,2.26,1
58.90,15.008,2.727,-2.967,0.180,-0.000,0.0,-0.4,-2.3,25.140,0.033,2.727,AVOID,1,2.25,1
59.00,15.026,2.728,-2.967,0.180,-0.000,0.0,-0.4,-2.4,25.122,0.033,2.728,AVOID,1,2.25,1
59.10,15.044,2.729,-2.967,0.180,-0.000,0.0,-0.4,-2.5,25.104,0.033,2.729,AVOID,1,2.24,1
59.20,15.062,2.730,-2.967,0.180,-0.000,0.0,-0.5,-2.7,25.087,0.033,2.730,AVOID,1,2.23,1
59.30,15.081,2.732,-2.967,0.180,-0.001,0.0,-0.5,-2.8,25.069,0.033,2.732,AVOID,1,2.22,1
59.40,15.095,2.733,-2.967,0.180,-0.001,0.0,-0.5,-2.9,25.054,0.033,2.733,AVOID,1,2.21,1
59.50,15.113,2.734,-2.967,0.180,-0.001,0.0,-0.5,-3.0,25.037,0.033,2.734,AVOID,1,2.20,1
59.60,15.131,2.735,-2.966,0.180,-0.001,0.0,-0.5,-3.1,25.019,0.034,2.735,AVOID,1,2.20,1
59.70,15.149,2.736,-2.966,0.180,-0.001,0.0,-0.5,-3.2,25.001,0.034,2.736,AVOID,1,2.20,1
59.80,15.164,2.737,-2.966,0.179,-0.001,0.0,-0.5,-3.3,24.987,0.034,2.737,AVOID,1,2.19,1
59.90,15.182,2.738,-2.966,0.179,-0.001,0.0,-0.5,-3.5,24.969,0.034,2.738,AVOID,1,2.18,1
60.00,15.200,2.739,-2.966,0.179,-0.001,0.0,-0.5,-3.6,24.951,0.034,2.739,AVOID,1,2.17,1
60.10,15.218,2.740,-2.966,0.179,-0.001,0.0,-0.5,-3.7,24.933,0.034,2.740,AVOID,1,2.16,1
60.20,15.236,2.741,-2.966,0.178,-0.001,0.0,-0.5,-3.8,24.916,0.034,2.741,AVOID,1,2.15,1
60.30,15.254,2.742,-2.966,0.178,-0.001,0.0,-0.5,-3.9,24.898,0.034,2.742,AVOID,1,2.15,1
60.40,15.272,2.743,-2.966,0.178,-0.001,0.0,-0.5,-4.1,24.880,0.034,2.743,AVOID,1,2.14,1
60.50,15.289,2.744,-2.966,0.177,-0.001,0.0,-0.5,-4.2,24.863,0.034,2.744,AVOID,1,2.13,1
60.60,15.307,2.745,-2.966,0.177,-0.001,0.0,-0.5,-4.3,24.845,0.034,2.745,AVOID,1,2.12,1
60.70,15.321,2.746,-2.966,0.177,-0.001,0.0,-0.5,-4.4,24.831,0.034,2.746,AVOID,1,2.11,1
60.80,15.339,2.747,-2.966,0.176,-0.001,0.0,-0.5,-4.5,24.813,0.034,2.747,AVOID,1,2.11,1
60.90,15.357,2.748,-2.965,0.176,-0.001,0.0,-0.5,-4.6,24.796,0.035,2.748,AVOID,1,2.10,1
61.00,15.375,2.748,-2.965,0.175,-0.001,0.0,-0.5,-4.7,24.778,0.035,2.748,AVOID,1,2.09,1
61.10,15.392,2.749,-2.965,0.175,-0.001,0.0,-0.5,-4.9,24.761,0.035,2.749,AVOID,1,2.08,1
61.20,15.410,2.750,-2.965,0.174,-0.001,0.0,-0.5,-5.0,24.744,0.035,2.750,AVOID,1,2.07,1
61.30,15.424,2.751,-2.965,0.174,-0.001,0.0,-0.5,-5.0,24.730,0.035,2.751,AVOID,1,2.07,1
61.40,15.441,2.751,-2.965,0.173,-0.001,0.0,-0.5,-5.1,24.712,0.035,2.751,AVOID,1,2.06,1
61.50,15.459,2.752,-2.965,0.173,-0.001,0.0,-0.5,-5.0,24.695,0.035,2.752,AVOID,1,2.07,1
61.60,15.476,2.752,-2.965,0.173,-0.001,0.0,-0.5,-4.9,24.678,0.035,2.752,AVOID,1,2.07,1
61.70,15.493,2.752,-2.965,0.172,-0.001,0.0,-0.5,-4.8,24.661,0.035,2.752,AVOID,1,2.08,1
61.80,15.507,2.752,-2.965,0.172,-0.001,0.0,-0.5,-4.6,24.647,0.035,2.752,AVOID,1,2.10,1
61.90,15.525,2.752,-2.965,0.172,-0.001,-0.0,-0.5,-4.5,24.630,0.035,2.752,AVOID,1,2.11,1
62.00,15.542,2.752,-2.965,0.172,-0.001,-0.0,-0.5,-4.3,24.613,0.035,2.752,AVOID,1,2.13,1
62.10,15.559,2.753,-2.965,0.172,-0.001,-0.0,-0.5,-4.1,24.595,0.035,2.753,AVOID,1,2.14,1
62.20,15.573,2.753,-2.965,0.172,-0.001,-0.0,-0.5,-3.9,24.582,0.035,2.753,AVOID,1,2.16,1
62.30,15.590,2.753,-2.965,0.172,-0.001,-0.0,-0.5,-3.7,24.565,0.035,2.753,AVOID,1,2.17,1
62.40,15.607,2.753,-2.965,0.172,-0.001,-0.0,-0.5,-3.5,24.547,0.035,2.753,AVOID,1,2.19,1
62.50,15.625,2.753,-2.965,0.173,-0.001,-0.0,-0.5,-3.3,24.530,0.035,2.753,AVOID,1,2.21,1
62.60,15.642,2.753,-2.965,0.173,-0.001,-0.0,-0.5,-3.1,24.513,0.035,2.753,AVOID,1,2.22,1
62.70,15.659,2.752,-2.965,0.173,-0.001,-0.0,-0.4,-2.9,24.496,0.035,2.752,AVOID,1,2.24,1
62.80,15.677,2.752,-2.965,0.173,-0.001,-0.0,-0.4,-2.7,24.479,0.035,2.752,AVOID,1,2.26,1
62.90,15.694,2.752,-2.965,0.174,-0.001,-0.0,-0.4,-2.6,24.461,0.035,2.752,AVOID,1,2.27,1
63.00,15.711,2.753,-2.965,0.174,-0.001,0.0,-0.4,-2.5,24.444,0.035,2.753,AVOID,1,2.27,1
63.10,15.729,2.753,-2.965,0.175,-0.001,0.0,-0.4,-2.5,24.427,0.035,2.753,AVOID,1,2.28,1
63.20,15.743,2.753,-2.965,0.175,-0.001,0.0,-0.4,-2.6,24.413,0.035,2.753,AVOID,1,2.28,1
63.30,15.761,2.753,-2.965,0.175,-0.001,0.0,-0.4,-2.6,24.395,0.035,2.753,AVOID,1,2.28,1
63.40,15.778,2.754,-2.965,0.176,-0.001,0.0,-0.4,-2.7,24.378,0.035,2.754,AVOID,1,2.27,1
63.50,15.796,2.754,-2.965,0.176,-0.001,0.0,-0.4,-2.8,24.360,0.035,2.754,AVOID,1,2.26,1
63.60,15.813,2.755,-2.965,0.176,-0.001,0.0,-0.4,-2.9,24.343,0.035,2.755,AVOID,1,2.26,1
63.70,15.828,2.755,-2.965,0.176,-0.002,0.0,-0.4,-3.0,24.329,0.035,2.755,AVOID,1,2.24,1
63.80,15.845,2.755,-2.965,0.177,-0.002,0.0,-0.5,-3.2,24.311,0.035,2.755,AVOID,1,2.23,1
63.90,15.859,2.756,-2.965,0.177,-0.002,0.0,-0.5,-3.3,24.297,0.035,2.756,AVOID,1,2.22,1
64.00,15.874,2.756,-2.965,0.177,-0.002,0.0,-0.5,-3.4,24.283,0.035,2.756,AVOID,1,2.21,1
64.10,15.891,2.756,-2.965,0.177,-0.002,0.0,-0.5,-3.5,24.266,0.035,2.756,AVOID,1,2.20,1
64.20,15.909,2.757,-2.965,0.177,-0.002,0.0,-0.5,-3.7,24.248,0.035,2.757,AVOID,1,2.19,1
64.30,15.927,2.757,-2.965,0.177,-0.002,-0.0,-0.5,-3.8,24.231,0.035,2.757,AVOID,1,2.18,1
64.40,15.941,2.757,-2.965,0.177,-0.002,-0.0,-0.5,-3.9,24.217,0.035,2.757,AVOID,1,2.17,1
64.50,15.959,2.758,-2.965,0.177,-0.002,-0.0,-0.5,-4.1,24.199,0.035,2.758,AVOID,1,2.16,1
64.60,15.976,2.758,-2.965,0.176,-0.002,-0.0,-0.5,-4.2,24.181,0.035,2.758,AVOID,1,2.15,1
64.70,15.994,2.758,-2.965,0.176,-0.002,-0.0,-0.5,-4.3,24.164,0.035,2.758,AVOID,1,2.15,1
64.80,16.008,2.758,-2.965,0.176,-0.002,-0.0,-0.5,-4.4,24.150,0.035,2.758,AVOID,1,2.14,1
64.90,16.026,2.759,-2.965,0.176,-0.002,0.0,-0.5,-4.6,24.132,0.035,2.759,AVOID,1,2.13,1
65.00,16.044,2.759,-2.965,0.175,-0.002,0.0,-0.5,-4.7,24.115,0.035,2.759,AVOID,1,2.12,1
65.10,16.061,2.759,-2.965,0.175,-0.002,0.0,-0.5,-4.8,24.097,0.035,2.759,AVOID,1,2.10,1
65.20,16.079,2.759,-2.965,0.175,-0.002,0.0,-0.5,-5.0,24.080,0.035,2.759,AVOID,1,2.09,1
65.30,16.096,2.759,-2.965,0.174,-0.002,0.0,-0.5,-5.1,24.063,0.035,2.759,AVOID,1,2.08,1
65.40,16.114,2.760,-2.965,0.174,-0.002,0.0,-0.5,-5.2,24.045,0.035,2.760,AVOID,1,2.07,1
65.50,16.131,2.760,-2.965,0.173,-0.002,0.0,-0.5,-5.3,24.028,0.035,2.760,AVOID,1,2.07,1
65.60,16.145,2.760,-2.965,0.173,-0.002,0.0,-0.5,-5.3,24.014,0.035,2.760,AVOID,1,2.06,1
65.70,16.162,2.759,-2.965,0.172,-0.002,0.0,-0.5,-5.2,23.997,0.035,2.759,AVOID,1,2.06,1
65.80,16.180,2.759,-2.965,0.172,-0.002,0.0,-0.5,-5.1,23.980,0.035,2.759,AVOID,1,2.07,1
65.90,16.197,2.759,-2.965,0.172,-0.002,0.0,-0.5,-5.0,23.962,0.035,2.759,AVOID,1,2.08,1
66.00,16.214,2.758,-2.965,0.172,-0.002,-0.0,-0.5,-4.8,23.945,0.035,2.758,AVOID,1,2.09,1
66.10,16.231,2.758,-2.965,0.171,-0.002,-0.0,-0.5,-4.7,23.928,0.035,2.758,AVOID,1,2.10,1
66.20,16.248,2.757,-2.965,0.171,-0.002,-0.0,-0.5,-4.5,23.911,0.035,2.757,AVOID,1,2.11,1
66.30,16.266,2.757,-2.965,0.171,-0.002,-0.1,-0.5,-4.3,23.894,0.035,2.757,AVOID,1,2.13,1
66.40,16.279,2.756,-2.965,0.171,-0.002,-0.1,-0.5,-4.1,23.880,0.035,2.756,AVOID,1,2.14,1
66.50,16.296,2.756,-2.965,0.171,-0.002,-0.1,-0.5,-4.0,23.863,0.035,2.756,AVOID,1,2.15,1
66.60,16.314,2.755,-2.965,0.172,-0.002,-0.0,-0.5,-3.8,23.846,0.035,2.755,AVOID,1,2.17,1
66.70,16.331,2.755,-2.965,0.172,-0.002,-0.0,-0.5,-3.6,23.829,0.035,2.755,AVOID,1,2.18,1
66.80,16.344,2.754,-2.965,0.172,-0.002,-0.0,-0.5,-3.4,23.815,0.035,2.754,AVOID,1,2.20,1
66.90,16.362,2.754,-2.965,0.172,-0.001,-0.0,-0.5,-3.3,23.798,0.035,2.754,AVOID,1,2.21,1
67.00,16.379,2.753,-2.965,0.172,-0.001,-0.0,-0.4,-3.2,23.781,0.035,2.753,AVOID,1,2.22,1
67.10,16.396,2.753,-2.965,0.173,-0.001,0.0,-0.4,-3.2,23.764,0.035,2.753,AVOID,1,2.22,1
67.20,16.413,2.753,-2.965,0.173,-0.001,0.0,-0.4,-3.3,23.747,0.035,2.753,AVOID,1,2.22,1
67.30,16.431,2.753,-2.966,0.173,-0.001,0.0,-0.4,-3.3,23.729,0.034,2.753,AVOID,1,2.21,1
67.40,16.445,2.753,-2.966,0.173,-0.002,0.1,-0.4,-3.4,23.716,0.034,2.753,AVOID,1,2.20,1
67.50,16.462,2.753,-2.966,0.173,-0.002,0.1,-0.4,-3.5,23.698,0.034,2.753,AVOID,1,2.19,1
67.60,16.479,2.752,-2.966,0.173,-0.002,0.1,-0.4,-3.7,23.681,0.034,2.752,AVOID,1,2.18,1
67.70,16.497,2.752,-2.966,0.173,-0.002,0.1,-0.4,-3.8,23.664,0.034,2.752,AVOID,1,2.17,1
67.80,16.514,2.752,-2.966,0.173,-0.002,0.0,-0.4,-3.9,23.647,0.034,2.752,AVOID,1,2.16,1
67.90,16.531,2.752,-2.966,0.173,-0.002,0.0,-0.5,-4.1,23.629,0.034,2.752,AVOID,1,2.15,1
68.00,16.549,2.752,-2.966,0.173,-0.002,0.0,-0.5,-4.2,23.612,0.034,2.752,AVOID,1,2.13,1
68.10,16.566,2.752,-2.966,0.173,-0.002,0.0,-0.5,-4.4,23.595,0.034,2.752,AVOID,1,2.12,1
68.20,16.584,2.752,-2.966,0.173,-0.002,-0.0,-0.5,-4.5,23.578,0.034,2.752,AVOID,1,2.11,1
68.30,16.601,2.752,-2.966,0.173,-0.002,-0.0,-0.5,-4.6,23.560,0.034,2.752,AVOID,1,2.10,1
68.40,16.618,2.752,-2.966,0.173,-0.002,-0.0,-0.5,-4.8,23.543,0.034,2.752,AVOID,1,2.10,1
68.50,16.632,2.752,-2.966,0.172,-0.002,-0.0,-0.5,-4.9,23.529,0.034,2.752,AVOID,1,2.09,1
68.60,16.649,2.752,-2.966,0.172,-0.002,-0.0,-0.5,-5.0,23.512,0.034,2.752,AVOID,1,2.08,1
68.70,16.663,2.751,-2.966,0.172,-0.002,-0.0,-0.5,-5.1,23.499,0.034,2.751,AVOID,1,2.07,1
68.80,16.680,2.751,-2.966,0.172,-0.002,-0.0,-0.5,-5.3,23.481,0.034,2.751,AVOID,1,2.05,1
68.90,16.697,2.751,-2.966,0.171,-0.002,0.0,-0.5,-5.4,23.464,0.034,2.751,AVOID,1,2.04,1
69.00,16.715,2.751,-2.966,0.171,-0.002,0.0,-0.5,-5.6,23.447,0.034,2.751,AVOID,1,2.03,1
69.10,16.732,2.750,-2.966,0.170,-0.002,0.0,-0.5,-5.7,23.430,0.034,2.750,AVOID,1,2.02,1
69.20,16.745,2.750,-2.966,0.170,-0.002,0.0,-0.5,-5.8,23.417,0.034,2.750,AVOID,1,2.01,1
69.30,16.762,2.750,-2.967,0.169,-0.002,0.0,-0.5,-5.9,23.400,0.033,2.750,AVOID,1,2.00,1
69.40,16.779,2.750,-2.967,0.169,-0.002,0.0,-0.5,-6.1,23.383,0.033,2.750,AVOID,1,1.99,1
69.50,16.790,2.749,-2.967,0.168,-0.002,0.0,-0.5,-6.1,23.373,0.033,2.749,AVOID,1,1.98,1
69.60,16.806,2.749,-2.967,0.168,-0.002,0.0,-0.5,-6.2,23.356,0.033,2.749,AVOID,1,1.97,1
69.70,16.823,2.749,-2.967,0.167,-0.002,0.0,-0.5,-6.3,23.339,0.033,2.749,AVOID,1,1.97,1
69.80,16.840,2.748,-2.967,0.167,-0.002,0.0,-0.5,-6.2,23.323,0.033,2.748,AVOID,1,1.97,1
69.90,16.857,2.747,-2.967,0.166,-0.002,0.0,-0.5,-6.1,23.306,0.033,2.747,AVOID,1,1.98,1
70.00,16.873,2.747,-2.967,0.166,-0.002,-0.0,-0.5,-6.0,23.289,0.033,2.747,AVOID,1,1.98,1
70.10,16.890,2.746,-2.967,0.166,-0.002,-0.0,-0.5,-5.9,23.273,0.033,2.746,AVOID,1,1.98,1
70.20,16.903,2.745,-2.967,0.165,-0.002,-0.0,-0.5,-5.7,23.260,0.033,2.745,AVOID,1,1.99,1
70.30,16.920,2.744,-2.967,0.165,-0.002,-0.0,-0.5,-5.6,23.243,0.033,2.744,AVOID,1,2.00,1
70.40,16.936,2.743,-2.967,0.165,-0.002,-0.1,-0.5,-5.4,23.227,0.033,2.743,AVOID,1,2.02,1
70.50,16.952,2.743,-2.967,0.165,-0.002,-0.1,-0.5,-5.2,23.210,0.033,2.743,AVOID,1,2.03,1
70.60,16.969,2.742,-2.967,0.165,-0.002,-0.1,-0.5,-5.0,23.194,0.033,2.742,AVOID,1,2.04,1
70.70,16.985,2.741,-2.967,0.164,-0.002,-0.1,-0.5,-4.9,23.177,0.033,2.741,AVOID,1,21.91,1
70.80,16.998,2.740,-2.967,0.163,-0.002,-0.0,-0.5,-4.7,23.164,0.033,2.740,AVOID,1,21.89,1
70.90,17.015,2.739,-2.967,0.161,-0.002,-0.0,-0.5,-4.6,23.148,0.033,2.739,AVOID,1,21.88,1
71.00,17.031,2.738,-2.967,0.159,-0.002,-0.0,-0.5,-4.4,23.132,0.033,2.738,AVOID,1,21.86,1
71.10,17.046,2.737,-2.967,0.157,-0.002,0.0,-0.5,-4.3,23.116,0.033,2.737,AVOID,1,21.85,1
71.20,17.062,2.736,-2.967,0.156,-0.002,0.0,-0.5,-4.1,23.101,0.033,2.736,AVOID,1,21.83,1
71.30,17.075,2.736,-2.967,0.154,-0.002,0.0,-0.6,-4.0,23.088,0.033,2.736,AVOID,1,21.82,1
71.40,17.090,2.735,-2.968,0.153,-0.002,0.0,-0.6,-3.9,23.073,0.032,2.735,AVOID,1,21.81,1
71.50,17.105,2.734,-2.968,0.152,-0.002,0.0,-0.6,-3.8,23.058,0.032,2.734,AVOID,1,21.79,1
71.60,17.117,2.734,-2.968,0.151,-0.002,0.0,-0.6,-3.8,23.046,0.032,2.734,AVOID,1,21.77,1
71.70,17.132,2.733,-2.968,0.149,-0.002,0.0,-0.6,-3.7,23.031,0.032,2.733,AVOID,1,21.76,1
71.80,17.147,2.732,-2.968,0.148,-0.002,0.0,-0.6,-3.6,23.016,0.032,2.732,AVOID,1,21.74,1
71.90,17.162,2.732,-2.968,0.147,-0.002,0.0,-0.6,-3.5,23.001,0.032,2.732,AVOID,1,21.73,1
72.00,17.173,2.731,-2.968,0.146,-0.002,-0.0,-0.6,-3.4,22.989,0.032,2.731,AVOID,1,21.71,1
72.10,17.188,2.731,-2.968,0.145,-0.001,-0.0,-0.6,-3.4,22.975,0.032,2.731,AVOID,1,21.70,1
72.20,17.202,2.730,-2.968,0.144,-0.001,-0.0,-0.6,-3.3,22.961,0.032,2.730,AVOID,1,21.68,1
72.30,17.217,2.729,-2.968,0.143,-0.001,-0.0,-0.5,-3.2,22.946,0.032,2.729,AVOID,1,21.66,1
72.40,17.228,2.729,-2.968,0.142,-0.001,-0.0,-0.5,-3.2,22.935,0.032,2.729,AVOID,1,21.66,1
72.50,17.242,2.728,-2.968,0.141,-0.001,-0.0,-0.5,-3.1,22.921,0.032,2.728,AVOID,1,21.65,1
72.60,17.256,2.728,-2.968,0.140,-0.001,-0.0,-0.5,-3.1,22.907,0.032,2.728,AVOID,1,21.63,1
72.70,17.270,2.727,-2.968,0.139,-0.001,-0.0,-0.5,-3.0,22.893,0.032,2.727,AVOID,1,21.62,1
72.80,17.284,2.727,-2.968,0.138,-0.001,-0.0,-0.5,-3.0,22.879,0.032,2.727,AVOID,1,21.61,1
72.90,17.295,2.726,-2.968,0.137,-0.001,-0.0,-0.5,-2.9,22.868,0.032,2.726,AVOID,1,21.59,1
73.00,17.308,2.726,-2.967,0.136,-0.001,-0.0,-0.5,-2.9,22.855,0.033,2.726,AVOID,1,21.58,1
73.10,17.322,2.725,-2.967,0.135,-0.001,0.0,-0.5,-2.9,22.841,0.033,2.725,AVOID,1,21.56,1
73.20,17.333,2.725,-2.967,0.134,-0.001,0.0,-0.5,-2.8,22.830,0.033,2.725,AVOID,1,21.55,1
73.30,17.346,2.724,-2.967,0.134,-0.001,0.0,-0.5,-2.8,22.817,0.033,2.724,AVOID,1,21.54,1
73.40,17.359,2.724,-2.967,0.133,-0.001,0.0,-0.5,-2.8,22.804,0.033,2.724,AVOID,1,21.52,1
73.50,17.373,2.723,-2.967,0.132,-0.001,0.0,-0.5,-2.7,22.791,0.033,2.723,AVOID,1,21.51,1
73.60,17.386,2.723,-2.967,0.132,-0.001,0.0,-0.5,-2.7,22.777,0.033,2.723,AVOID,1,21.50,1
73.70,17.399,2.722,-2.967,0.131,-0.001,0.0,-0.6,-2.7,22.764,0.033,2.722,AVOID,1,21.48,1
73.80,17.412,2.722,-2.967,0.132,-0.001,0.0,-0.6,-2.7,22.751,0.033,2.722,AVOID,1,21.47,1
73.90,17.423,2.721,-2.967,0.133,-0.000,0.0,-0.5,-2.7,22.741,0.033,2.721,AVOID,1,21.46,1
74.00,17.436,2.721,-2.967,0.137,0.000,-0.0,-0.5,-2.7,22.727,0.033,2.721,AVOID,1,21.44,1
74.10,17.450,2.720,-2.967,0.141,0.001,-0.0,-0.5,-2.8,22.713,0.033,2.720,AVOID,1,21.43,1
74.20,17.465,2.720,-2.967,0.147,0.002,-0.0,-0.4,-2.8,22.699,0.033,2.720,AVOID,1,21.41,1
74.30,17.480,2.720,-2.966,0.155,0.003,-0.0,-0.3,-2.8,22.684,0.034,2.720,AVOID,1,21.40,1
74.40,17.496,2.719,-2.966,0.165,0.004,-0.0,-0.2,-2.9,22.668,0.034,2.719,AVOID,1,21.38,1
74.50,17.509,2.719,-2.966,0.174,0.004,-0.0,-0.0,-2.9,22.654,0.034,2.719,AVOID,1,21.36,1
74.60,17.527,2.718,-2.965,0.187,0.005,-0.0,0.1,-3.0,22.636,0.035,2.718,AVOID,1,21.34,1
74.70,17.547,2.718,-2.965,0.201,0.006,-0.0,0.3,-3.1,22.617,0.035,2.718,AVOID,1,21.32,1
74.80,17.568,2.717,-2.964,0.217,0.007,-0.0,0.5,-3.1,22.596,0.036,2.717,AVOID,1,21.30,1
74.90,17.590,2.716,-2.964,0.235,0.008,-0.0,0.6,-3.2,22.574,0.036,2.716,AVOID,1,21.27,1
75.00,17.615,2.715,-2.963,0.251,0.008,-0.0,0.8,-3.3,22.549,0.037,2.715,AVOID,1,21.25,1
75.10,17.641,2.714,-2.963,0.266,0.008,-0.0,0.9,-3.4,22.523,0.037,2.714,AVOID,1,21.25,1
75.20,17.663,2.714,-2.963,0.277,0.007,-0.0,1.0,-3.5,22.502,0.037,2.714,AVOID,1,21.22,1
75.30,17.691,2.713,-2.962,0.289,0.005,-0.0,1.0,-3.7,22.473,0.038,2.713,AVOID,1,21.20,1
75.40,17.721,2.712,-2.962,0.301,0.003,-0.0,0.9,-3.9,22.444,0.038,2.712,AVOID,1,21.17,1
75.50,17.751,2.711,-2.963,0.311,0.000,-0.0,0.8,-4.0,22.413,0.037,2.711,AVOID,1,21.14,1
75.60,17.783,2.710,-2.963,0.321,-0.003,-0.0,0.6,-4.2,22.382,0.037,2.710,AVOID,1,21.11,1
75.70,17.809,2.709,-2.964,0.315,-0.007,-0.0,0.4,-4.4,22.356,0.036,2.709,Z_CORRIDOR,1,21.08,0
75.80,17.839,2.708,-2.965,0.301,-0.012,-0.0,0.0,-4.6,22.326,0.035,2.708,Z_CORRIDOR,1,21.05,0
75.90,17.869,2.707,-2.967,0.289,-0.018,-0.0,-0.4,-4.8,22.296,0.033,2.707,Z_CORRIDOR,1,21.03,0
76.00,17.897,2.707,-2.968,0.279,-0.022,-0.0,-0.9,-5.0,22.268,0.032,2.707,Z_CORRIDOR,1,21.00,0
76.10,17.925,2.706,-2.970,0.271,-0.025,-0.0,-1.3,-5.2,22.241,0.030,2.706,Z_CORRIDOR,1,20.98,0
76.20,17.951,2.705,-2.972,0.264,-0.026,-0.0,-1.7,-5.3,22.214,0.028,2.705,Z_CORRIDOR,1,20.96,0
76.30,17.978,2.705,-2.974,0.258,-0.026,-0.0,-2.0,-5.5,22.188,0.026,2.705,Z_CORRIDOR,1,21.44,0
76.40,17.998,2.704,-2.975,0.255,-0.024,-0.0,-2.1,-5.6,22.167,0.025,2.704,Z_CORRIDOR,1,,0
76.50,18.024,2.704,-2.976,0.251,-0.022,0.0,-2.1,-5.7,22.142,0.024,2.704,Z_CORRIDOR,1,,0
76.60,18.049,2.703,-2.977,0.249,-0.018,0.0,-2.0,-5.8,22.117,0.023,2.703,Z_CORRIDOR,1,,0
76.70,18.064,2.703,-2.978,0.247,-0.016,0.0,-1.9,-5.8,22.102,0.022,2.703,Z_CORRIDOR,1,22.79,0
76.80,18.088,2.702,-2.978,0.246,-0.011,0.0,-1.6,-5.9,22.078,0.022,2.702,Z_CORRIDOR,1,20.82,0
76.90,18.113,2.701,-2.979,0.245,-0.007,-0.0,-1.2,-6.0,22.053,0.021,2.701,Z_CORRIDOR,1,20.82,0
77.00,18.133,2.701,-2.979,0.245,-0.004,-0.0,-0.9,-6.0,22.033,0.021,2.701,Z_CORRIDOR,1,20.78,0
77.10,18.157,2.700,-2.979,0.245,-0.001,-0.0,-0.4,-6.1,22.009,0.021,2.700,Z_CORRIDOR,1,20.75,0
77.20,18.182,2.699,-2.979,0.246,0.001,-0.0,-0.0,-6.1,21.984,0.021,2.699,Z_CORRIDOR,1,20.72,0
77.30,18.207,2.699,-2.978,0.248,0.003,-0.0,0.3,-6.1,21.960,0.022,2.699,Z_CORRIDOR,1,20.69,0
77.40,18.232,2.698,-2.978,0.250,0.003,-0.0,0.6,-6.2,21.935,0.022,2.698,Z_CORRIDOR,1,20.66,0
77.50,18.257,2.697,-2.978,0.254,0.003,-0.0,0.8,-6.2,21.910,0.022,2.697,Z_CORRIDOR,1,20.63,0
77.60,18.283,2.696,-2.978,0.260,0.002,-0.0,0.9,-6.2,21.884,0.022,2.696,Z_CORRIDOR,1,20.60,0
77.70,18.304,2.695,-2.979,0.265,0.001,-0.0,1.0,-6.2,21.863,0.021,2.695,Z_CORRIDOR,1,20.58,0
77.80,18.331,2.694,-2.979,0.274,-0.001,-0.0,0.9,-6.2,21.836,0.021,2.694,Z_CORRIDOR,1,20.55,0
77.90,18.359,2.692,-2.980,0.284,-0.003,-0.0,0.8,-6.2,21.808,0.020,2.692,Z_CORRIDOR,1,20.52,0
78.00,18.388,2.691,-2.981,0.296,-0.005,-0.0,0.6,-6.3,21.779,0.019,2.691,Z_CORRIDOR,1,20.50,0
78.10,18.418,2.689,-2.981,0.310,-0.007,0.0,0.4,-6.3,21.749,0.019,2.689,Z_CORRIDOR,1,20.47,0
78.20,18.450,2.688,-2.982,0.325,-0.008,0.0,0.3,-6.3,21.717,0.018,2.688,Z_CORRIDOR,1,20.44,0
78.30,18.476,2.686,-2.983,0.338,-0.009,0.0,0.1,-6.4,21.691,0.017,2.686,Z_CORRIDOR,1,20.41,0
78.40,18.511,2.684,-2.984,0.356,-0.009,0.0,0.0,-6.4,21.656,0.016,2.684,Z_CORRIDOR,1,20.38,0
78.50,18.548,2.682,-2.985,0.374,-0.008,-0.0,-0.0,-6.5,21.619,0.015,2.682,Z_CORRIDOR,1,20.34,0
78.60,18.586,2.680,-2.986,0.391,-0.007,-0.0,-0.0,-6.6,21.581,0.014,2.680,Z_CORRIDOR,1,20.31,0
78.70,18.626,2.677,-2.986,0.406,-0.005,-0.0,0.1,-6.7,21.541,0.014,2.677,Z_CORRIDOR,1,20.27,0
78.80,18.667,2.675,-2.987,0.419,-0.004,-0.0,0.1,-6.9,21.500,0.013,2.675,Z_CORRIDOR,1,20.23,0
78.90,18.710,2.672,-2.987,0.429,-0.003,-0.1,0.2,-7.1,21.457,0.013,2.672,Z_CORRIDOR,1,20.18,0
79.00,18.744,2.670,-2.988,0.437,-0.002,-0.1,0.3,-7.2,21.423,0.012,2.670,Z_CORRIDOR,1,20.14,0
79.10,18.789,2.667,-2.988,0.444,-0.002,-0.1,0.4,-7.5,21.378,0.012,2.667,Z_CORRIDOR,1,20.10,0
79.20,18.833,2.664,-2.989,0.451,-0.002,-0.1,0.4,-7.7,21.334,0.011,2.664,Z_CORRIDOR,1,20.07,0
79.30,18.879,2.661,-2.989,0.456,-0.003,-0.1,0.4,-7.9,21.288,0.011,2.661,Z_CORRIDOR,1,20.02,0
79.40,18.925,2.658,-2.990,0.461,-0.005,-0.1,0.3,-8.1,21.242,0.010,2.658,Z_CORRIDOR,1,19.97,0
