t,x,y,z,vx,vz,roll_deg,pitch_deg,yaw_deg,dist2d,z_err,cross_track,phase,wp,sonar_min,avoid
2.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
2.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
2.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
2.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
2.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
2.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
3.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
4.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
5.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
6.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
7.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
8.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
9.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
10.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
11.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
12.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
13.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
14.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
15.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
16.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
17.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
18.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
19.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
20.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
21.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
22.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.30,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.40,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.50,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.60,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.70,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.80,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
23.90,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
24.00,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
24.10,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
24.20,0.000,0.000,0.000,0.000,0.000,0.0,0.0,0.0,40.000,3.000,0.000,INIT,1,,0
